"period";"yearmonth";"profilID";"insurer";"coverage";"type";"date_aspiration";"price"
"Y17W25";"Y17M06";"LOAN2017_416";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-24";"4805"
"Y17W25";"Y17M06";"LOAN2017_416";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-24";"8243"
"Y17W25";"Y17M06";"LOAN2017_416";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"13176"
"Y17W25";"Y17M06";"LOAN2017_418";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-23";"4619"
"Y17W25";"Y17M06";"LOAN2017_416";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-24";"16267"
"Y17W25";"Y17M06";"LOAN2017_416";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-24";"9163"
"Y17W25";"Y17M06";"LOAN2017_416";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-24";"9833"
"Y17W25";"Y17M06";"LOAN2017_416";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"9500"
"Y17W25";"Y17M06";"LOAN2017_416";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-24";"5329"
"Y17W25";"Y17M06";"LOAN2017_417";"SIMPL'ASSUR";"Minimum";"CLASSIQUE";"2017-06-24";"3359"
"Y17W25";"Y17M06";"LOAN2017_414";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"6926"
"Y17W25";"Y17M06";"LOAN2017_414";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"11954"
"Y17W25";"Y17M06";"LOAN2017_417";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-24";"3432"
"Y17W25";"Y17M06";"LOAN2017_417";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"8899"
"Y17W25";"Y17M06";"LOAN2017_417";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"6530"
"Y17W25";"Y17M06";"LOAN2017_417";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-24";"3593"
"Y17W25";"Y17M06";"LOAN2017_417";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-24";"5010"
"Y17W25";"Y17M06";"LOAN2017_417";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"5210"
"Y17W25";"Y17M06";"LOAN2017_417";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-24";"3641"
"Y17W25";"Y17M06";"LOAN2017_417";"AXA";"Minimum";"CLASSIQUE";"2017-06-24";"4234"
"Y17W25";"Y17M06";"LOAN2017_417";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-24";"4872"
"Y17W25";"Y17M06";"LOAN2017_417";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-24";"4347"
"Y17W25";"Y17M06";"LOAN2017_416";"Zen'up";"Minimum";"RESIDUAL";"2017-06-24";"4776"
"Y17W25";"Y17M06";"LOAN2017_416";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-24";"9171"
"Y17W25";"Y17M06";"LOAN2017_418";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-23";"3325"
"Y17W25";"Y17M06";"LOAN2017_418";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-23";"3396"
"Y17W25";"Y17M06";"LOAN2017_418";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-23";"3644"
"Y17W25";"Y17M06";"LOAN2017_419";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"955"
"Y17W25";"Y17M06";"LOAN2017_418";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"5354"
"Y17W25";"Y17M06";"LOAN2017_419";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"355"
"Y17W25";"Y17M06";"LOAN2017_419";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-25";"1271"
"Y17W25";"Y17M06";"LOAN2017_419";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"1563"
"Y17W25";"Y17M06";"LOAN2017_419";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"1041"
"Y17W25";"Y17M06";"LOAN2017_419";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"682"
"Y17W25";"Y17M06";"LOAN2017_42";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"1778"
"Y17W25";"Y17M06";"LOAN2017_42";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"3880"
"Y17W25";"Y17M06";"LOAN2017_419";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"1065"
"Y17W25";"Y17M06";"LOAN2017_419";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"1455"
"Y17W25";"Y17M06";"LOAN2017_419";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"673"
"Y17W25";"Y17M06";"LOAN2017_420";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"304"
"Y17W25";"Y17M06";"LOAN2017_419";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-25";"620"
"Y17W25";"Y17M06";"LOAN2017_419";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"1173"
"Y17W25";"Y17M06";"LOAN2017_419";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"814"
"Y17W25";"Y17M06";"LOAN2017_420";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"818"
"Y17W25";"Y17M06";"LOAN2017_419";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"809"
"Y17W25";"Y17M06";"LOAN2017_419";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"681"
"Y17W25";"Y17M06";"LOAN2017_42";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"2082"
"Y17W25";"Y17M06";"LOAN2017_421";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"878"
"Y17W25";"Y17M06";"LOAN2017_421";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"2329"
"Y17W25";"Y17M06";"LOAN2017_42";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-25";"2368"
"Y17W25";"Y17M06";"LOAN2017_42";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"2276"
"Y17W25";"Y17M06";"LOAN2017_42";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"3437"
"Y17W25";"Y17M06";"LOAN2017_42";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"2337"
"Y17W25";"Y17M06";"LOAN2017_42";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"2474"
"Y17W25";"Y17M06";"LOAN2017_42";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"3617"
"Y17W25";"Y17M06";"LOAN2017_42";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"3525"
"Y17W25";"Y17M06";"LOAN2017_42";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"1781"
"Y17W25";"Y17M06";"LOAN2017_42";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"4424"
"Y17W25";"Y17M06";"LOAN2017_42";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"5327"
"Y17W25";"Y17M06";"LOAN2017_42";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-25";"3813"
"Y17W25";"Y17M06";"LOAN2017_421";"Zen'up";"Minimum";"RESIDUAL";"2017-06-24";"1231"
"Y17W25";"Y17M06";"LOAN2017_420";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-24";"505"
"Y17W25";"Y17M06";"LOAN2017_420";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"573"
"Y17W25";"Y17M06";"LOAN2017_421";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-24";"2375"
"Y17W25";"Y17M06";"LOAN2017_420";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-24";"760"
"Y17W25";"Y17M06";"LOAN2017_420";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-24";"800"
"Y17W25";"Y17M06";"LOAN2017_420";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-24";"941"
"Y17W25";"Y17M06";"LOAN2017_422";"Zen'up";"Minimum";"RESIDUAL";"2017-06-24";"3941"
"Y17W25";"Y17M06";"LOAN2017_420";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"1008"
"Y17W25";"Y17M06";"LOAN2017_175";"CSF Assurances";"Formule Optimum";"RESIDUAL";"2017-06-24";"5712"
"Y17W25";"Y17M06";"LOAN2017_420";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-24";"1044"
"Y17W25";"Y17M06";"LOAN2017_420";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"1301"
"Y17W25";"Y17M06";"LOAN2017_421";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-24";"1464"
"Y17W25";"Y17M06";"LOAN2017_176";"CSF Assurances";"Formule Optimum";"RESIDUAL";"2017-06-25";"5889"
"Y17W25";"Y17M06";"LOAN2017_421";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"1658"
"Y17W25";"Y17M06";"LOAN2017_421";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-24";"1677"
"Y17W25";"Y17M06";"LOAN2017_177";"CSF Assurances";"Minimum";"RESIDUAL";"2017-06-25";"42534"
"Y17W25";"Y17M06";"LOAN2017_421";"AXA";"Minimum";"CLASSIQUE";"2017-06-24";"1715"
"Y17W25";"Y17M06";"LOAN2017_421";"SIMPL'ASSUR";"Minimum";"CLASSIQUE";"2017-06-24";"1739"
"Y17W25";"Y17M06";"LOAN2017_421";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-24";"1814"
"Y17W25";"Y17M06";"LOAN2017_421";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"2508"
"Y17W25";"Y17M06";"LOAN2017_177";"CSF Assurances";"Formule Optimum";"RESIDUAL";"2017-06-25";"51408"
"Y17W25";"Y17M06";"LOAN2017_421";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-24";"2808"
"Y17W25";"Y17M06";"LOAN2017_421";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"2850"
"Y17W25";"Y17M06";"LOAN2017_360";"CSF Assurances";"Minimum";"RESIDUAL";"2017-06-25";"13421"
"Y17W25";"Y17M06";"LOAN2017_421";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-24";"3198"
"Y17W25";"Y17M06";"LOAN2017_421";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-24";"3459"
"Y17W25";"Y17M06";"LOAN2017_421";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"6656"
"Y17W25";"Y17M06";"LOAN2017_422";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-24";"4915"
"Y17W25";"Y17M06";"LOAN2017_422";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"5865"
"Y17W25";"Y17M06";"LOAN2017_422";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"3016"
"Y17W25";"Y17M06";"LOAN2017_422";"AXA";"Minimum";"CLASSIQUE";"2017-06-24";"5402"
"Y17W25";"Y17M06";"LOAN2017_422";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-24";"5941"
"Y17W25";"Y17M06";"LOAN2017_422";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-24";"5905"
"Y17W25";"Y17M06";"LOAN2017_422";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-24";"8117"
"Y17W25";"Y17M06";"LOAN2017_422";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-21";"5992"
"Y17W25";"Y17M06";"LOAN2017_423";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"760"
"Y17W25";"Y17M06";"LOAN2017_422";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-21";"8101"
"Y17W25";"Y17M06";"LOAN2017_422";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-21";"8392"
"Y17W25";"Y17M06";"LOAN2017_422";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-21";"10931"
"Y17W25";"Y17M06";"LOAN2017_422";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-21";"11037"
"Y17W25";"Y17M06";"LOAN2017_422";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-21";"12930"
"Y17W25";"Y17M06";"LOAN2017_423";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"1395"
"Y17W25";"Y17M06";"LOAN2017_423";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-24";"1396"
"Y17W25";"Y17M06";"LOAN2017_423";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-24";"1239"
"Y17W25";"Y17M06";"LOAN2017_423";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-24";"2428"
"Y17W25";"Y17M06";"LOAN2017_423";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"2071"
"Y17W25";"Y17M06";"LOAN2017_423";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"2389"
"Y17W25";"Y17M06";"LOAN2017_424";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-23";"2890"
"Y17W25";"Y17M06";"LOAN2017_424";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-23";"6705"
"Y17W25";"Y17M06";"LOAN2017_423";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-24";"1634"
"Y17W25";"Y17M06";"LOAN2017_423";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"2307"
"Y17W25";"Y17M06";"LOAN2017_425";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"3307"
"Y17W25";"Y17M06";"LOAN2017_423";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-24";"2333"
"Y17W25";"Y17M06";"LOAN2017_423";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-24";"2338"
"Y17W25";"Y17M06";"LOAN2017_425";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"9529"
"Y17W25";"Y17M06";"LOAN2017_424";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-23";"4413"
"Y17W25";"Y17M06";"LOAN2017_422";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-21";"6740"
"Y17W25";"Y17M06";"LOAN2017_424";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-23";"4666"
"Y17W25";"Y17M06";"LOAN2017_424";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-23";"4894"
"Y17W25";"Y17M06";"LOAN2017_424";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-23";"5495"
"Y17W25";"Y17M06";"LOAN2017_423";"Zen'up";"Minimum";"RESIDUAL";"2017-06-24";"1043"
"Y17W25";"Y17M06";"LOAN2017_423";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-24";"2007"
"Y17W25";"Y17M06";"LOAN2017_424";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-23";"7235"
"Y17W25";"Y17M06";"LOAN2017_424";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-23";"7559"
"Y17W25";"Y17M06";"LOAN2017_424";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"7991"
"Y17W25";"Y17M06";"LOAN2017_424";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"7997"
"Y17W25";"Y17M06";"LOAN2017_424";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-23";"8844"
"Y17W25";"Y17M06";"LOAN2017_424";"Zen'up";"Minimum";"RESIDUAL";"2017-06-23";"3592"
"Y17W25";"Y17M06";"LOAN2017_424";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-23";"6130"
"Y17W25";"Y17M06";"LOAN2017_425";"SIMPL'ASSUR";"Minimum";"CLASSIQUE";"2017-06-24";"9376"
"Y17W25";"Y17M06";"LOAN2017_425";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-24";"10098"
"Y17W25";"Y17M06";"LOAN2017_425";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"14949"
"Y17W25";"Y17M06";"LOAN2017_425";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-24";"13874"
"Y17W25";"Y17M06";"LOAN2017_425";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"19423"
"Y17W25";"Y17M06";"LOAN2017_425";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"20565"
"Y17W25";"Y17M06";"LOAN2017_425";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-24";"14178"
"Y17W25";"Y17M06";"LOAN2017_425";"Zen'up";"Minimum";"RESIDUAL";"2017-06-24";"9352"
"Y17W25";"Y17M06";"LOAN2017_425";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-24";"13069"
"Y17W25";"Y17M06";"LOAN2017_425";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-24";"12192"
"Y17W25";"Y17M06";"LOAN2017_426";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"14207"
"Y17W25";"Y17M06";"LOAN2017_426";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-25";"10964"
"Y17W25";"Y17M06";"LOAN2017_426";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"7146"
"Y17W25";"Y17M06";"LOAN2017_426";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"10733"
"Y17W25";"Y17M06";"LOAN2017_426";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"7590"
"Y17W25";"Y17M06";"LOAN2017_426";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"10637"
"Y17W25";"Y17M06";"LOAN2017_426";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"3976"
"Y17W25";"Y17M06";"LOAN2017_426";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-25";"10366"
"Y17W25";"Y17M06";"LOAN2017_426";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"14662"
"Y17W25";"Y17M06";"LOAN2017_426";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-25";"7045"
"Y17W25";"Y17M06";"LOAN2017_427";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"9793"
"Y17W25";"Y17M06";"LOAN2017_426";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"5396"
"Y17W25";"Y17M06";"LOAN2017_427";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"14379"
"Y17W25";"Y17M06";"LOAN2017_426";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"6260"
"Y17W25";"Y17M06";"LOAN2017_427";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"17040"
"Y17W25";"Y17M06";"LOAN2017_427";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"17012"
"Y17W25";"Y17M06";"LOAN2017_428";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-23";"862"
"Y17W25";"Y17M06";"LOAN2017_427";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"15426"
"Y17W25";"Y17M06";"LOAN2017_428";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-23";"1921"
"Y17W25";"Y17M06";"LOAN2017_427";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"18019"
"Y17W25";"Y17M06";"LOAN2017_426";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"6069"
"Y17W25";"Y17M06";"LOAN2017_429";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"1655"
"Y17W25";"Y17M06";"LOAN2017_429";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"4086"
"Y17W25";"Y17M06";"LOAN2017_427";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"24959"
"Y17W25";"Y17M06";"LOAN2017_43";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"1559"
"Y17W25";"Y17M06";"LOAN2017_428";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-23";"1108"
"Y17W25";"Y17M06";"LOAN2017_428";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-23";"1227"
"Y17W25";"Y17M06";"LOAN2017_428";"AXA";"Minimum";"CLASSIQUE";"2017-06-23";"1285"
"Y17W25";"Y17M06";"LOAN2017_43";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"3880"
"Y17W25";"Y17M06";"LOAN2017_428";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-23";"1544"
"Y17W25";"Y17M06";"LOAN2017_428";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-23";"2264"
"Y17W25";"Y17M06";"LOAN2017_428";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-23";"1907"
"Y17W25";"Y17M06";"LOAN2017_430";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-23";"484"
"Y17W25";"Y17M06";"LOAN2017_428";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"2201"
"Y17W25";"Y17M06";"LOAN2017_426";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"9033"
"Y17W25";"Y17M06";"LOAN2017_428";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-23";"2590"
"Y17W25";"Y17M06";"LOAN2017_428";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"2705"
"Y17W25";"Y17M06";"LOAN2017_428";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-23";"3558"
"Y17W25";"Y17M06";"LOAN2017_428";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"5364"
"Y17W25";"Y17M06";"LOAN2017_429";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"1270"
"Y17W25";"Y17M06";"LOAN2017_429";"AXA";"Minimum";"CLASSIQUE";"2017-06-24";"2671"
"Y17W25";"Y17M06";"LOAN2017_426";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"5037"
"Y17W25";"Y17M06";"LOAN2017_428";"Zen'up";"Minimum";"RESIDUAL";"2017-06-23";"982"
"Y17W25";"Y17M06";"LOAN2017_429";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-24";"3128"
"Y17W25";"Y17M06";"LOAN2017_429";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"1864"
"Y17W25";"Y17M06";"LOAN2017_428";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-23";"2035"
"Y17W25";"Y17M06";"LOAN2017_43";"Zen'up";"Minimum";"RESIDUAL";"2017-06-24";"2085"
"Y17W25";"Y17M06";"LOAN2017_429";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"6265"
"Y17W25";"Y17M06";"LOAN2017_429";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"8778"
"Y17W25";"Y17M06";"LOAN2017_43";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-24";"4251"
"Y17W25";"Y17M06";"LOAN2017_43";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-24";"2409"
"Y17W25";"Y17M06";"LOAN2017_43";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"2474"
"Y17W25";"Y17M06";"LOAN2017_43";"AXA";"Minimum";"CLASSIQUE";"2017-06-24";"2526"
"Y17W25";"Y17M06";"LOAN2017_179";"CSF Assurances";"Formule Optimum";"RESIDUAL";"2017-06-23";"5401"
"Y17W25";"Y17M06";"LOAN2017_18";"CSF Assurances";"Formule Optimum";"RESIDUAL";"2017-06-24";"8964"
"Y17W25";"Y17M06";"LOAN2017_43";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"3617"
"Y17W25";"Y17M06";"LOAN2017_180";"CSF Assurances";"Formule Optimum";"RESIDUAL";"2017-06-23";"7073"
"Y17W25";"Y17M06";"LOAN2017_43";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-24";"4815"
"Y17W25";"Y17M06";"LOAN2017_43";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"8737"
"Y17W25";"Y17M06";"LOAN2017_182";"CSF Assurances";"Minimum";"RESIDUAL";"2017-06-23";"10063"
"Y17W25";"Y17M06";"LOAN2017_430";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-23";"946"
"Y17W25";"Y17M06";"LOAN2017_430";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-23";"952"
"Y17W25";"Y17M06";"LOAN2017_430";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-23";"1136"
"Y17W25";"Y17M06";"LOAN2017_430";"AXA";"Minimum";"CLASSIQUE";"2017-06-23";"1185"
"Y17W25";"Y17M06";"LOAN2017_430";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"1644"
"Y17W25";"Y17M06";"LOAN2017_430";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-23";"1300"
"Y17W25";"Y17M06";"LOAN2017_430";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"1668"
"Y17W25";"Y17M06";"LOAN2017_44";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-23";"443"
"Y17W25";"Y17M06";"LOAN2017_430";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-23";"1874"
"Y17W25";"Y17M06";"LOAN2017_430";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"4527"
"Y17W25";"Y17M06";"LOAN2017_44";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-23";"1154"
"Y17W25";"Y17M06";"LOAN2017_44";"AXA";"Minimum";"CLASSIQUE";"2017-06-23";"758"
"Y17W25";"Y17M06";"LOAN2017_44";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-23";"789"
"Y17W25";"Y17M06";"LOAN2017_45";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"890"
"Y17W25";"Y17M06";"LOAN2017_44";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-23";"824"
"Y17W25";"Y17M06";"LOAN2017_44";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-23";"907"
"Y17W25";"Y17M06";"LOAN2017_45";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"2303"
"Y17W25";"Y17M06";"LOAN2017_44";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-23";"1171"
"Y17W25";"Y17M06";"LOAN2017_44";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"1205"
"Y17W25";"Y17M06";"LOAN2017_46";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"1775"
"Y17W25";"Y17M06";"LOAN2017_44";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-23";"1474"
"Y17W25";"Y17M06";"LOAN2017_44";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"1775"
"Y17W25";"Y17M06";"LOAN2017_45";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"1583"
