"period";"yearmonth";"profilID";"insurer";"coverage";"type";"date_aspiration";"price"
"Y17W25";"Y17M06";"LOAN2017_115";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-24";"14703"
"Y17W25";"Y17M06";"LOAN2017_115";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-24";"16019"
"Y17W25";"Y17M06";"LOAN2017_115";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-24";"19823"
"Y17W25";"Y17M06";"LOAN2017_115";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"20067"
"Y17W25";"Y17M06";"LOAN2017_115";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"20182"
"Y17W25";"Y17M06";"LOAN2017_115";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-24";"22483"
"Y17W25";"Y17M06";"LOAN2017_116";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-25";"20858"
"Y17W25";"Y17M06";"LOAN2017_116";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"18058"
"Y17W25";"Y17M06";"LOAN2017_116";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"20136"
"Y17W25";"Y17M06";"LOAN2017_311";"Zen'up";"Minimum";"RESIDUAL";"2017-06-24";"1144"
"Y17W25";"Y17M06";"LOAN2017_116";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"27110"
"Y17W25";"Y17M06";"LOAN2017_116";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"26993"
"Y17W25";"Y17M06";"LOAN2017_116";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"25328"
"Y17W25";"Y17M06";"LOAN2017_116";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"25572"
"Y17W25";"Y17M06";"LOAN2017_116";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"16883"
"Y17W25";"Y17M06";"LOAN2017_117";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"7444"
"Y17W25";"Y17M06";"LOAN2017_116";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-25";"15530"
"Y17W25";"Y17M06";"LOAN2017_116";"SIMPL'ASSUR";"Minimum";"CLASSIQUE";"2017-06-25";"15029"
"Y17W25";"Y17M06";"LOAN2017_116";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"19236"
"Y17W25";"Y17M06";"LOAN2017_116";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"14678"
"Y17W25";"Y17M06";"LOAN2017_117";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"3824"
"Y17W25";"Y17M06";"LOAN2017_117";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"9896"
"Y17W25";"Y17M06";"LOAN2017_118";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"10558"
"Y17W25";"Y17M06";"LOAN2017_117";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"13551"
"Y17W25";"Y17M06";"LOAN2017_117";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-24";"7122"
"Y17W25";"Y17M06";"LOAN2017_117";"AXA";"Minimum";"CLASSIQUE";"2017-06-24";"5222"
"Y17W25";"Y17M06";"LOAN2017_118";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"4394"
"Y17W25";"Y17M06";"LOAN2017_119";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"20218"
"Y17W25";"Y17M06";"LOAN2017_117";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"6955"
"Y17W25";"Y17M06";"LOAN2017_119";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"11620"
"Y17W25";"Y17M06";"LOAN2017_118";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"17145"
"Y17W25";"Y17M06";"LOAN2017_118";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"10214"
"Y17W25";"Y17M06";"LOAN2017_12";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"3239"
"Y17W25";"Y17M06";"LOAN2017_118";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"7737"
"Y17W25";"Y17M06";"LOAN2017_118";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"6937"
"Y17W25";"Y17M06";"LOAN2017_118";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"7027"
"Y17W25";"Y17M06";"LOAN2017_12";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"6258"
"Y17W25";"Y17M06";"LOAN2017_120";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"6982"
"Y17W25";"Y17M06";"LOAN2017_119";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-24";"20564"
"Y17W25";"Y17M06";"LOAN2017_119";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"18698"
"Y17W25";"Y17M06";"LOAN2017_119";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"18052"
"Y17W25";"Y17M06";"LOAN2017_119";"AXA";"Minimum";"CLASSIQUE";"2017-06-24";"14270"
"Y17W25";"Y17M06";"LOAN2017_120";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"2221"
"Y17W25";"Y17M06";"LOAN2017_121";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-23";"2765"
"Y17W25";"Y17M06";"LOAN2017_119";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"26920"
"Y17W25";"Y17M06";"LOAN2017_121";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-23";"1242"
"Y17W25";"Y17M06";"LOAN2017_12";"AXA";"Minimum";"CLASSIQUE";"2017-06-24";"4319"
"Y17W25";"Y17M06";"LOAN2017_116";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"13827"
"Y17W25";"Y17M06";"LOAN2017_12";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-24";"4983"
"Y17W25";"Y17M06";"LOAN2017_12";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-24";"4923"
"Y17W25";"Y17M06";"LOAN2017_12";"Zen'up";"Minimum";"RESIDUAL";"2017-06-24";"4155"
"Y17W25";"Y17M06";"LOAN2017_12";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"5556"
"Y17W25";"Y17M06";"LOAN2017_12";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-24";"7161"
"Y17W25";"Y17M06";"LOAN2017_12";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-24";"7434"
"Y17W25";"Y17M06";"LOAN2017_12";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"7991"
"Y17W25";"Y17M06";"LOAN2017_12";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-24";"9132"
"Y17W25";"Y17M06";"LOAN2017_121";"Zen'up";"Minimum";"RESIDUAL";"2017-06-23";"1339"
"Y17W25";"Y17M06";"LOAN2017_120";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"5169"
"Y17W25";"Y17M06";"LOAN2017_120";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"8521"
"Y17W25";"Y17M06";"LOAN2017_120";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"3828"
"Y17W25";"Y17M06";"LOAN2017_120";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"3997"
"Y17W25";"Y17M06";"LOAN2017_120";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"3813"
"Y17W25";"Y17M06";"LOAN2017_121";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-23";"2553"
"Y17W25";"Y17M06";"LOAN2017_316";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"11565"
"Y17W25";"Y17M06";"LOAN2017_120";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"6468"
"Y17W25";"Y17M06";"LOAN2017_120";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"5764"
"Y17W25";"Y17M06";"LOAN2017_323";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-23";"2968"
"Y17W25";"Y17M06";"LOAN2017_121";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-23";"1707"
"Y17W25";"Y17M06";"LOAN2017_329";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-24";"2746"
"Y17W25";"Y17M06";"LOAN2017_121";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-23";"1830"
"Y17W25";"Y17M06";"LOAN2017_121";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-23";"1907"
"Y17W25";"Y17M06";"LOAN2017_121";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"2694"
"Y17W25";"Y17M06";"LOAN2017_121";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-23";"3241"
"Y17W25";"Y17M06";"LOAN2017_121";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-23";"3537"
"Y17W25";"Y17M06";"LOAN2017_122";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"2572"
"Y17W25";"Y17M06";"LOAN2017_122";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-24";"4248"
"Y17W25";"Y17M06";"LOAN2017_122";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-24";"4660"
"Y17W25";"Y17M06";"LOAN2017_122";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"4757"
"Y17W25";"Y17M06";"LOAN2017_122";"SIMPL'ASSUR";"Minimum";"CLASSIQUE";"2017-06-24";"4785"
"Y17W25";"Y17M06";"LOAN2017_122";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-24";"4889"
"Y17W25";"Y17M06";"LOAN2017_122";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"6834"
"Y17W25";"Y17M06";"LOAN2017_122";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-24";"6711"
"Y17W25";"Y17M06";"LOAN2017_122";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-24";"7897"
"Y17W25";"Y17M06";"LOAN2017_122";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-24";"7903"
"Y17W25";"Y17M06";"LOAN2017_123";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"7764"
"Y17W25";"Y17M06";"LOAN2017_122";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"8024"
"Y17W25";"Y17M06";"LOAN2017_122";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"8061"
"Y17W25";"Y17M06";"LOAN2017_123";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"4032"
"Y17W25";"Y17M06";"LOAN2017_124";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"6149"
"Y17W25";"Y17M06";"LOAN2017_124";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"2759"
"Y17W25";"Y17M06";"LOAN2017_123";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"6496"
"Y17W25";"Y17M06";"LOAN2017_123";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"6487"
"Y17W25";"Y17M06";"LOAN2017_125";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"5506"
"Y17W25";"Y17M06";"LOAN2017_125";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"12281"
"Y17W25";"Y17M06";"LOAN2017_123";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"5099"
"Y17W25";"Y17M06";"LOAN2017_123";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"9152"
"Y17W25";"Y17M06";"LOAN2017_124";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-24";"3516"
"Y17W25";"Y17M06";"LOAN2017_124";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"4561"
"Y17W25";"Y17M06";"LOAN2017_126";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"5170"
"Y17W25";"Y17M06";"LOAN2017_126";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"2087"
"Y17W25";"Y17M06";"LOAN2017_124";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"6989"
"Y17W25";"Y17M06";"LOAN2017_124";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-24";"4626"
"Y17W25";"Y17M06";"LOAN2017_124";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-24";"6273"
"Y17W25";"Y17M06";"LOAN2017_122";"Zen'up";"Minimum";"RESIDUAL";"2017-06-24";"3564"
"Y17W25";"Y17M06";"LOAN2017_124";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"9047"
"Y17W25";"Y17M06";"LOAN2017_124";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"8306"
"Y17W25";"Y17M06";"LOAN2017_122";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-24";"6817"
"Y17W25";"Y17M06";"LOAN2017_124";"AXA";"Minimum";"CLASSIQUE";"2017-06-24";"3328"
"Y17W25";"Y17M06";"LOAN2017_125";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"14829"
"Y17W25";"Y17M06";"LOAN2017_125";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"29926"
"Y17W25";"Y17M06";"LOAN2017_125";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"19926"
"Y17W25";"Y17M06";"LOAN2017_125";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"14597"
"Y17W25";"Y17M06";"LOAN2017_125";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"8643"
"Y17W25";"Y17M06";"LOAN2017_125";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"9018"
"Y17W25";"Y17M06";"LOAN2017_342";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"3978"
"Y17W25";"Y17M06";"LOAN2017_125";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"7280"
"Y17W25";"Y17M06";"LOAN2017_125";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"10326"
"Y17W25";"Y17M06";"LOAN2017_343";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-24";"7780"
"Y17W25";"Y17M06";"LOAN2017_343";"Zen'up";"Minimum";"RESIDUAL";"2017-06-24";"4299"
"Y17W25";"Y17M06";"LOAN2017_344";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"1514"
"Y17W25";"Y17M06";"LOAN2017_126";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"11731"
"Y17W25";"Y17M06";"LOAN2017_360";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"6948"
"Y17W25";"Y17M06";"LOAN2017_126";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"6699"
"Y17W25";"Y17M06";"LOAN2017_126";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"4371"
"Y17W25";"Y17M06";"LOAN2017_399";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-23";"3248"
"Y17W25";"Y17M06";"LOAN2017_126";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"3296"
"Y17W25";"Y17M06";"LOAN2017_126";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"3641"
"Y17W25";"Y17M06";"LOAN2017_126";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"3379"
"Y17W25";"Y17M06";"LOAN2017_126";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"6109"
"Y17W25";"Y17M06";"LOAN2017_126";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"6395"
"Y17W25";"Y17M06";"LOAN2017_127";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"1778"
"Y17W25";"Y17M06";"LOAN2017_127";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"3113"
"Y17W25";"Y17M06";"LOAN2017_129";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"1637"
"Y17W25";"Y17M06";"LOAN2017_127";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"4265"
"Y17W25";"Y17M06";"LOAN2017_127";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"5137"
"Y17W25";"Y17M06";"LOAN2017_128";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"3265"
"Y17W25";"Y17M06";"LOAN2017_127";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"3027"
"Y17W25";"Y17M06";"LOAN2017_127";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"3134"
"Y17W25";"Y17M06";"LOAN2017_128";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"1545"
"Y17W25";"Y17M06";"LOAN2017_129";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-25";"3211"
"Y17W25";"Y17M06";"LOAN2017_129";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"867"
"Y17W25";"Y17M06";"LOAN2017_127";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"3697"
"Y17W25";"Y17M06";"LOAN2017_129";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"2390"
"Y17W25";"Y17M06";"LOAN2017_128";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"3621"
"Y17W25";"Y17M06";"LOAN2017_13";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"2056"
"Y17W25";"Y17M06";"LOAN2017_128";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"4699"
"Y17W25";"Y17M06";"LOAN2017_13";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-25";"5226"
"Y17W25";"Y17M06";"LOAN2017_13";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"3880"
"Y17W25";"Y17M06";"LOAN2017_130";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"9659"
"Y17W25";"Y17M06";"LOAN2017_128";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"2209"
"Y17W25";"Y17M06";"LOAN2017_128";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"2070"
"Y17W25";"Y17M06";"LOAN2017_128";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"2449"
"Y17W25";"Y17M06";"LOAN2017_13";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"3250"
"Y17W25";"Y17M06";"LOAN2017_128";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"3213"
"Y17W25";"Y17M06";"LOAN2017_129";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-25";"1642"
"Y17W25";"Y17M06";"LOAN2017_129";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"1440"
"Y17W25";"Y17M06";"LOAN2017_129";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"1262"
"Y17W25";"Y17M06";"LOAN2017_129";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"2429"
"Y17W25";"Y17M06";"LOAN2017_129";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"1736"
"Y17W25";"Y17M06";"LOAN2017_129";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"1698"
"Y17W25";"Y17M06";"LOAN2017_129";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"1674"
"Y17W25";"Y17M06";"LOAN2017_13";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"2876"
"Y17W25";"Y17M06";"LOAN2017_129";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"6342"
"Y17W25";"Y17M06";"LOAN2017_129";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"2675"
"Y17W25";"Y17M06";"LOAN2017_129";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"2480"
"Y17W25";"Y17M06";"LOAN2017_129";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"3101"
"Y17W25";"Y17M06";"LOAN2017_129";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"3436"
"Y17W25";"Y17M06";"LOAN2017_13";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"4532"
"Y17W25";"Y17M06";"LOAN2017_130";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-25";"12667"
"Y17W25";"Y17M06";"LOAN2017_130";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"8177"
"Y17W25";"Y17M06";"LOAN2017_130";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"10111"
"Y17W25";"Y17M06";"LOAN2017_405";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"1030"
"Y17W25";"Y17M06";"LOAN2017_13";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"6006"
"Y17W25";"Y17M06";"LOAN2017_13";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"5561"
"Y17W25";"Y17M06";"LOAN2017_13";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"6738"
"Y17W25";"Y17M06";"LOAN2017_13";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-25";"3950"
"Y17W25";"Y17M06";"LOAN2017_13";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"3948"
"Y17W25";"Y17M06";"LOAN2017_13";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"3688"
"Y17W25";"Y17M06";"LOAN2017_412";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"1411"
"Y17W25";"Y17M06";"LOAN2017_417";"Zen'up";"Minimum";"RESIDUAL";"2017-06-24";"2511"
"Y17W25";"Y17M06";"LOAN2017_130";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"14221"
"Y17W25";"Y17M06";"LOAN2017_130";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"16807"
"Y17W25";"Y17M06";"LOAN2017_417";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-24";"3625"
"Y17W25";"Y17M06";"LOAN2017_130";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"14551"
"Y17W25";"Y17M06";"LOAN2017_130";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"9243"
"Y17W25";"Y17M06";"LOAN2017_130";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"9337"
"Y17W25";"Y17M06";"LOAN2017_130";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"13006"
"Y17W25";"Y17M06";"LOAN2017_130";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-25";"11761"
"Y17W25";"Y17M06";"LOAN2017_130";"SIMPL'ASSUR";"Minimum";"CLASSIQUE";"2017-06-25";"7583"
"Y17W25";"Y17M06";"LOAN2017_130";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"6449"
"Y17W25";"Y17M06";"LOAN2017_133";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-25";"4943"
"Y17W25";"Y17M06";"LOAN2017_130";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"8009"
"Y17W25";"Y17M06";"LOAN2017_130";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-25";"7959"
"Y17W25";"Y17M06";"LOAN2017_131";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"3986"
"Y17W25";"Y17M06";"LOAN2017_131";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"6163"
"Y17W25";"Y17M06";"LOAN2017_131";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"7107"
"Y17W25";"Y17M06";"LOAN2017_132";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"1655"
"Y17W25";"Y17M06";"LOAN2017_131";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"9393"
"Y17W25";"Y17M06";"LOAN2017_131";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"15411"
"Y17W25";"Y17M06";"LOAN2017_133";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"2641"
"Y17W25";"Y17M06";"LOAN2017_131";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"12740"
"Y17W25";"Y17M06";"LOAN2017_131";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"10185"
"Y17W25";"Y17M06";"LOAN2017_132";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"3495"
"Y17W25";"Y17M06";"LOAN2017_133";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"1670"
"Y17W25";"Y17M06";"LOAN2017_134";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"3486"
"Y17W25";"Y17M06";"LOAN2017_134";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"1686"
"Y17W25";"Y17M06";"LOAN2017_132";"AXA";"Minimum";"CLASSIQUE";"2017-06-24";"2356"
"Y17W25";"Y17M06";"LOAN2017_132";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-24";"2792"
"Y17W25";"Y17M06";"LOAN2017_132";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"3006"
"Y17W25";"Y17M06";"LOAN2017_135";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-23";"730"
"Y17W25";"Y17M06";"LOAN2017_130";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"6396"
"Y17W25";"Y17M06";"LOAN2017_132";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"4303"
"Y17W25";"Y17M06";"LOAN2017_132";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-24";"5284"
"Y17W25";"Y17M06";"LOAN2017_132";"Zen'up";"Minimum";"RESIDUAL";"2017-06-24";"2083"
"Y17W25";"Y17M06";"LOAN2017_132";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-24";"3826"
"Y17W25";"Y17M06";"LOAN2017_133";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"3430"
"Y17W25";"Y17M06";"LOAN2017_133";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-25";"2896"
"Y17W25";"Y17M06";"LOAN2017_133";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"4722"
"Y17W25";"Y17M06";"LOAN2017_133";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-25";"5764"
"Y17W25";"Y17M06";"LOAN2017_133";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"2877"
"Y17W25";"Y17M06";"LOAN2017_133";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"5032"
"Y17W25";"Y17M06";"LOAN2017_133";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"5004"
"Y17W25";"Y17M06";"LOAN2017_133";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"8160"
"Y17W25";"Y17M06";"LOAN2017_133";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"5499"
